id,name,reader_id,abonement,read_hall,received,lost,released,author,give_point,order_date,edition,receive_date
1488,ipVSfmtxmK,137,1,4,2019,0,2008,Michael Stegall,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1489,qjUySBOHOd,46,3,6,2019,2020,1994,Ricky Damon,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1490,NJmpDrPgWq,73,2,7,2017,2018,2004,Donald Crumb,5,2019-02-03 00:00:00,4,2019-03-06 00:00:00
1491,AkYFXFZVDr,12,4,2,2019,2022,2005,Marybeth Swinehart,5,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1492,xwjGqrjjsk,112,1,9,2019,0,2003,Pamela Hakes,1,2017-06-19 00:00:00,6,2017-07-05 00:00:00
1493,GBPLmxQaJu,139,1,6,2019,0,2002,Louie Sullivan,2,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1494,BUVbKcuLVm,26,3,5,2016,0,2000,Kathryn Christensen,2,2019-01-06 00:00:00,3,2019-01-09 00:00:00
1495,FbblXSdaQl,48,2,5,2019,2020,2009,Camille Guzman,4,2017-12-03 00:00:00,1,2017-12-28 00:00:00
1496,KJJopjwOYb,38,4,1,2017,2019,2006,Leonard Carter,2,2017-12-02 00:00:00,4,2017-12-29 00:00:00
1497,nHGEHvnHtM,74,1,9,2019,0,1996,Gary Fontaine,5,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1498,aVZQRArCfp,106,1,5,2016,0,2002,Eva Fitzgerald,2,2017-08-28 00:00:00,5,2017-09-05 00:00:00
1499,HlkYOzpidl,90,3,7,2016,0,1998,Charles Capito,3,2019-10-15 00:00:00,4,2019-11-01 00:00:00
1500,QqxwiQZmIz,71,2,7,2018,0,1990,Monica Taft,5,2018-11-09 00:00:00,7,2018-11-18 00:00:00
